SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,EnrollmentTotal,EnrollmentWhite,EnrollmentBlack,EnrollmentAsian,EnrollmentHispanic,EnrollmentNative
119131,Liberty Ranch High,67355,Galt Joint Union High,34,Sacramento,1139,458,23,33,537,*
3330396,Canyon Springs High,67124,Moreno Valley Unified,33,Riverside,2328,225,331,36,1601,*
3731809,El Capitan High,68130,Grossmont Union High,37,San Diego,1744,1088,52,31,421,51
135525,Richard D. Browning High,64725,Long Beach Unified,19,Los Angeles,414,17,83,45,231,*
3330412,Jurupa Valley High,67090,Jurupa Unified,33,Riverside,1785,111,24,*,1593,*
135533,Redwood Continuation High,61150,Castro Valley Unified,1,Alameda,152,45,*,*,67,*
5337456,Trinity High,76513,Trinity Alps Unified,53,Trinity,353,253,*,*,28,23
635250,Pierce High,61614,Pierce Joint Unified,6,Colusa,490,104,*,*,368,*
930164,Union Mine High,61853,El Dorado Union High,9,El Dorado,1176,803,*,*,256,16
110965,Madera South High,65243,Madera Unified,20,Madera,2938,99,41,32,2720,14
4731253,Butte Valley High,73684,Butte Valley Unified,47,Siskiyou,91,36,*,*,44,*
1036672,Selma High,62430,Selma Unified,10,Fresno,1822,89,*,79,1645,*
3330438,Valley View High,67124,Moreno Valley Unified,33,Riverside,2970,255,399,77,2073,*
127373,El Capitan High,65789,Merced Union High,24,Merced,1864,316,78,202,1192,*
3330446,Centennial High,67033,Corona-Norco Unified,33,Riverside,3406,539,294,301,2045,14
2134419,San Andreas High (Continuation),65482,Tamalpais Union High,21,Marin,105,48,*,*,33,*
127381,"Ernest S. McBride, Sr. High",64725,Long Beach Unified,19,Los Angeles,762,180,56,61,389,*
110999,Frontier High,63529,Kern High,15,Kern,2125,1066,59,53,763,17
135582,LA's Promise Charter High #1,10199,Los Angeles County Office of Education,19,Los Angeles,215,*,58,*,152,*
930214,EDUHSD Virtual Academy at Shenandoah,61853,El Dorado Union High,9,El Dorado,122,89,*,*,18,*
4837803,Vacaville High,70573,Vacaville Unified,48,Solano,2010,911,68,57,740,13
1937838,San Pedro Senior High,64733,Los Angeles Unified,19,Los Angeles,2819,447,227,70,1867,11
3330479,Beaumont Senior High,66993,Beaumont Unified,33,Riverside,3209,800,226,101,1790,24
102830,Wilmer Amina Carter High,67850,Rialto Unified,36,San Bernardino,2439,105,314,27,1926,*
3436979,Rio Linda High,76505,Twin Rivers Unified,34,Sacramento,1822,421,143,229,843,19
3830197,Independence High,68478,San Francisco Unified,38,San Francisco,201,48,24,13,81,*
3330487,Temescal Canyon High,75176,Lake Elsinore Unified,33,Riverside,2280,643,119,68,1254,*
1536440,Wasco High,63859,Wasco Union High,15,Kern,1868,81,25,*,1757,*
3035581,Pacifica High,66522,Garden Grove Unified,30,Orange,1708,557,21,468,564,*
3830205,Wallenberg (Raoul) Traditional High,68478,San Francisco Unified,38,San Francisco,732,123,71,311,135,*
3330495,Rancho Vista High,75192,Temecula Valley Unified,33,Riverside,328,113,24,*,131,*
127423,Sage Creek High,73551,Carlsbad Unified,37,San Diego,1412,719,19,151,368,*
5435839,Sequoia High,72256,Visalia Unified,54,Tulare,523,63,13,*,418,*
3330503,Academy of Innovation,67082,Hemet Unified,33,Riverside,357,110,22,*,203,*
1233352,East High (Continuation),62810,Fortuna Union High,12,Humboldt,115,65,*,*,32,*
135632,WISH Academy High,64733,Los Angeles Unified,19,Los Angeles,275,53,115,17,69,*
5132758,East Nicolaus High,71373,East Nicolaus Joint Union High,51,Sutter,314,209,*,11,58,*
102871,Arnold O. Beckman High,73643,Tustin Unified,30,Orange,2997,815,73,1209,652,*
733659,John F. Kennedy High,61796,West Contra Costa Unified,7,Contra Costa,941,20,212,39,648,*
3330529,Murrieta Valley High,75200,Murrieta Valley Unified,33,Riverside,2380,1182,84,72,803,13
3330537,West Valley High,67082,Hemet Unified,33,Riverside,1929,285,219,26,1275,*
3830254,Burton (Phillip and Sala) Academic High,68478,San Francisco Unified,38,San Francisco,1227,23,97,391,460,*
1937903,Santa Fe High,65128,Whittier Union High,19,Los Angeles,2118,98,40,25,1910,*
3330552,Rancho Verde High,75242,Val Verde Unified,33,Riverside,2057,86,455,52,1324,*
1233402,Fortuna Union High,62810,Fortuna Union High,12,Humboldt,949,565,*,*,270,46
3330560,Val Verde High,75242,Val Verde Unified,33,Riverside,590,30,87,*,450,*
102913,Middle College High,64733,Los Angeles Unified,19,Los Angeles,407,*,133,*,267,*
102921,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,64733,Los Angeles Unified,19,Los Angeles,462,11,51,43,250,*
3830288,Balboa High,68478,San Francisco Unified,38,San Francisco,1298,59,78,582,384,*
4133393,Jefferson High,68924,Jefferson Union High,41,San Mateo,1342,61,31,117,593,*
3330578,Cathedral City High,67173,Palm Springs Unified,33,Riverside,1688,98,52,*,1472,*
3330586,Lee V. Pollard High,67033,Corona-Norco Unified,33,Riverside,656,112,25,13,484,*
733725,Las Lomas High,61630,Acalanes Union High,7,Contra Costa,1609,966,46,196,241,*
4330015,Yerba Buena High,69427,East Side Union High,43,Santa Clara,1788,28,17,780,831,*
135715,Ednovate - Esperanza College Prep,64733,Los Angeles Unified,19,Los Angeles,479,*,*,*,471,*
4330023,Santa Teresa High,69427,East Side Union High,43,Santa Clara,2224,486,71,531,896,*
1430057,Palisade Glacier High (Continuation),76687,Bishop Unified,14,Inyo,46,*,*,*,18,16
127530,KIPP San Francisco College Preparatory,68478,San Francisco Unified,38,San Francisco,442,12,113,11,292,*
135723,Ednovate - Brio College Prep,64733,Los Angeles Unified,19,Los Angeles,436,15,49,*,355,*
4231726,Dos Pueblos Senior High,76786,Santa Barbara Unified,42,Santa Barbara,2042,827,25,133,927,*
4330031,Independence High,69427,East Side Union High,43,Santa Clara,2937,97,62,1098,1053,*
3035706,Rancho Alamitos High,66522,Garden Grove Unified,30,Orange,1836,113,21,566,1065,*
119354,Independence High,75457,Paso Robles Joint Unified,40,San Luis Obispo,179,103,*,*,69,*
127548,Summit Public School: Shasta,68924,Jefferson Union High,41,San Mateo,475,48,*,113,121,*
3732039,Alta Vista High (Continuation),68452,Vista Unified,37,San Diego,198,28,*,*,158,*
1938000,Santa Monica High,64980,Santa Monica-Malibu Unified,19,Los Angeles,2855,1167,189,148,999,*
3732054,Valley High (Continuation),68106,Escondido Union High,37,San Diego,342,26,*,*,298,*
111195,Classical Academy High,68106,Escondido Union High,37,San Diego,1346,866,14,34,265,*
135772,Meraki High,67447,San Juan Unified,34,Sacramento,94,76,*,*,*,*
1536606,West High,63529,Kern High,15,Kern,2150,218,322,35,1506,*
3732062,Escondido High,68106,Escondido Union High,37,San Diego,2215,258,49,55,1772,11
4330080,Gunderson High,69666,San Jose Unified,43,Santa Clara,1127,152,51,141,697,*
3035748,Richland Continuation High,66621,Orange Unified,30,Orange,338,43,*,*,275,*
119404,Yorba Linda High,66647,Placentia-Yorba Linda Unified,30,Orange,1735,842,21,421,334,*
3330669,La Quinta High,67058,Desert Sands Unified,33,Riverside,2566,466,34,67,1889,*
3830387,"Asawa (Ruth) SF Sch of the Arts, A Public School",68478,San Francisco Unified,38,San Francisco,784,284,60,137,157,*
3330677,Raincross High (Continuation),67215,Riverside Unified,33,Riverside,511,98,26,*,348,*
3830403,Marshall (Thurgood) High,68478,San Francisco Unified,38,San Francisco,623,*,58,105,373,*
1995398,Highland High,64246,Antelope Valley Union High,19,Los Angeles,2976,241,470,65,1995,*
135814,Peninsula High (Continuation),69047,San Mateo Union High,41,San Mateo,254,19,*,*,194,*
1036938,Sierra High,75275,Sierra Unified,10,Fresno,379,251,*,*,65,41
3830411,Leadership High,68478,San Francisco Unified,38,San Francisco,336,*,35,*,272,*
4330122,Santa Clara High,69674,Santa Clara Unified,43,Santa Clara,2078,465,92,398,748,*
3330701,Santiago High,67033,Corona-Norco Unified,33,Riverside,3686,1367,178,406,1503,11
1995406,Littlerock High,64246,Antelope Valley Union High,19,Los Angeles,1586,165,61,*,1305,*
3830429,Life Learning Academy Charter,68478,San Francisco Unified,38,San Francisco,42,*,20,*,20,*
127647,e3 Civic High,68338,San Diego Unified,37,San Diego,430,28,43,*,328,*
1938083,Shery (Kurt T.) High (Continuation),65060,Torrance Unified,19,Los Angeles,212,44,13,*,119,*
3830437,Gateway High,68478,San Francisco Unified,38,San Francisco,522,83,52,71,188,*
1995430,Independence High (Alternative),75713,Alhambra Unified,19,Los Angeles,149,*,*,21,117,*
3330727,Paloma Valley High,67207,Perris Union High,33,Riverside,3501,985,199,81,1767,15
4838058,John Finney High (Continuation),70581,Vallejo City Unified,48,Solano,245,14,99,*,112,*
3330743,Chaparral High,75192,Temecula Valley Unified,33,Riverside,3026,1030,149,128,1176,*
1995448,Francisco Bravo Medical Magnet High,64733,Los Angeles Unified,19,Los Angeles,1766,47,27,185,1458,*
119503,Everest Public High,69062,Sequoia Union High,41,San Mateo,366,24,*,*,313,*
3732179,Fallbrook High,68122,Fallbrook Union High,37,San Diego,2043,510,27,23,1391,*
135905,Oakland High,61259,Oakland Unified,1,Alameda,1756,43,399,518,688,*
2331361,Fort Bragg High,65565,Fort Bragg Unified,23,Mendocino,561,264,*,*,248,*
3732195,Ivy High (Continuation),68122,Fallbrook Union High,37,San Diego,136,21,*,*,112,*
4338406,New Valley Continuation High,69674,Santa Clara Unified,43,Santa Clara,252,28,12,14,175,*
430827,Biggs High,61408,Biggs Unified,4,Butte,201,103,*,*,79,*
3330800,Bayside Community Day,67124,Moreno Valley Unified,33,Riverside,199,*,28,*,153,*
3633906,Montclair High,67652,Chaffey Joint Union High,36,San Bernardino,3105,110,61,112,2726,24
1938166,Sierra Vista High,64287,Baldwin Park Unified,19,Los Angeles,1982,*,14,169,1737,*
4330239,Leigh High,69401,Campbell Union High,43,Santa Clara,1851,931,12,424,310,*
3330818,Desert Hot Springs High,67173,Palm Springs Unified,33,Riverside,1922,194,134,*,1524,11
135939,Washington Middle College High,72694,Washington Unified,57,Yolo,178,46,*,11,109,*
2732808,Monterey High,66092,Monterey Peninsula Unified,27,Monterey,1356,409,66,94,664,14
4436754,San Lorenzo Valley High,69807,San Lorenzo Valley Unified,44,Santa Cruz,728,544,*,*,100,*
1995539,California Academy of Mathematics and Science,64725,Long Beach Unified,19,Los Angeles,670,45,34,160,294,*
3330842,Glen View High,66993,Beaumont Unified,33,Riverside,174,42,20,*,101,*
733980,Liberty High,61721,Liberty Union High,7,Contra Costa,2803,1176,163,101,1038,28
135970,Mission Early College High,69674,Santa Clara Unified,43,Santa Clara,118,37,*,30,26,*
127787,Humanities and Arts (HARTS) Academy of Los Angeles,64733,Los Angeles Unified,19,Los Angeles,406,28,80,12,260,*
3330859,Martin Luther King Jr. High,67215,Riverside Unified,33,Riverside,3168,1136,236,243,1262,*
733998,La Paloma High (Continuation),61721,Liberty Union High,7,Contra Costa,268,73,42,*,132,*
1995570,Educational Partnership High,64725,Long Beach Unified,19,Los Angeles,1113,120,182,38,721,*
127795,Contreras Learning Center-School of Social Justice,64733,Los Angeles Unified,19,Los Angeles,489,*,*,*,470,*
119602,University Preparatory High,10546,Tulare County Office of Education,54,Tulare,254,95,*,11,115,*
127803,Early College Academy-LA Trade Tech College,64733,Los Angeles Unified,19,Los Angeles,171,*,12,*,152,*
1995588,Palos Verdes Peninsula High,64865,Palos Verdes Peninsula Unified,19,Los Angeles,2387,908,60,855,279,*
4830022,Travis Education Center,70565,Travis Unified,48,Solano,101,21,18,*,41,*
1930056,Cerritos High,64212,ABC Unified,19,Los Angeles,2247,141,114,850,626,*
4338505,Westmont High,69401,Campbell Union High,43,Santa Clara,1791,625,39,362,577,*
4330312,Phoenix High,69427,East Side Union High,43,Santa Clara,92,13,*,*,66,*
111435,Marina High,66092,Monterey Peninsula Unified,27,Monterey,688,136,49,49,373,*
5632849,Hueneme High,72546,Oxnard Union High,56,Ventura,2505,64,26,15,2310,*
3035987,Junipero Serra High,66464,Capistrano Unified,30,Orange,206,48,*,*,138,*
119636,Da Vinci Design,76869,Wiseburn Unified,19,Los Angeles,540,44,75,12,360,*
4133716,Menlo-Atherton High,69062,Sequoia Union High,41,San Mateo,2429,910,113,181,969,*
1930080,Agoura High,64683,Las Virgenes Unified,19,Los Angeles,1925,1423,25,120,253,13
3036001,San Clemente High,66464,Capistrano Unified,30,Orange,3033,1938,14,52,823,12
4830048,Liberty High,70524,Benicia Unified,48,Solano,91,36,*,*,29,*
5436258,Bravo Lake High,76794,Woodlake Unified,54,Tulare,62,*,*,*,54,*
4830055,Maine Prairie High (Continuation),70532,Dixon Unified,48,Solano,117,30,*,*,78,*
3732336,Granite Hills High,68130,Grossmont Union High,37,San Diego,2428,1276,69,43,862,35
4330353,Pegasus High,69427,East Side Union High,43,Santa Clara,177,*,*,13,132,*
136051,Oakland Technical High,61259,Oakland Unified,1,Alameda,1998,481,549,332,406,*
4330361,Apollo High,69427,East Side Union High,43,Santa Clara,160,*,*,*,144,*
1930106,Santana High (Continuation),73452,Rowland Unified,19,Los Angeles,288,*,*,13,259,*
5436282,Woodlake High,76794,Woodlake Unified,54,Tulare,724,68,*,*,647,*
111484,New Village Girls Academy,64733,Los Angeles Unified,19,Los Angeles,119,*,11,*,103,*
1938307,South Gate Senior High,64733,Los Angeles Unified,19,Los Angeles,2072,17,12,*,2040,*
111492,Alliance Patti And Peter Neuwirth Leadership Academy,64733,Los Angeles Unified,19,Los Angeles,595,*,*,*,581,*
1995653,Sierra Vista High (Alternative),65128,Whittier Union High,19,Los Angeles,443,41,*,*,385,*
4830089,Will C. Wood High,70573,Vacaville Unified,48,Solano,1754,529,150,60,733,*
111500,Alliance Dr. Olga Mohan High,64733,Los Angeles Unified,19,Los Angeles,503,*,*,*,480,*
1995661,South El Monte High,64519,El Monte Union High,19,Los Angeles,1290,*,*,46,1232,*
3330958,March Valley,67124,Moreno Valley Unified,33,Riverside,77,*,12,*,61,*
127894,Valor Academy High,64733,Los Angeles Unified,19,Los Angeles,540,*,*,*,497,*
5034905,Modesto High,71175,Modesto City High,50,Stanislaus,2662,217,72,200,2004,11
4830113,Buckingham Collegiate Charter Academy,70573,Vacaville Unified,48,Solano,467,197,38,13,118,*
5034913,Robert Elliott Alternative Education Center,71175,Modesto City High,50,Stanislaus,483,86,18,*,344,*
127910,Camino Nuevo High #2,64733,Los Angeles Unified,19,Los Angeles,483,*,*,*,460,*
1930155,Schurr High,64808,Montebello Unified,19,Los Angeles,2620,28,*,106,2423,*
3330990,Coachella Valley High,73676,Coachella Valley Unified,33,Riverside,2843,15,*,*,2807,*
1995695,Cesar Chavez Continuation High,73437,Compton Unified,19,Los Angeles,453,*,83,*,359,*
119727,Ramon C. Cortines School of Visual and Performing Arts,64733,Los Angeles Unified,19,Los Angeles,1177,188,77,56,795,*
1930163,Alhambra High,75713,Alhambra Unified,19,Los Angeles,2352,52,16,905,1241,*
1938356,South High,65060,Torrance Unified,19,Los Angeles,2001,651,58,654,402,*
136119,Animo City of Champions Charter High,10199,Los Angeles County Office of Education,19,Los Angeles,375,*,194,*,169,*
1332154,Aurora High (Continuation),63099,Calexico Unified,13,Imperial,195,*,*,*,193,*
119743,Stockton Early College Academy,68676,Stockton Unified,39,San Joaquin,444,22,12,129,199,*
4830147,Jesse M. Bethel High,70581,Vallejo City Unified,48,Solano,1611,104,450,53,565,*
1938372,South Hills High,64436,Covina-Valley Unified,19,Los Angeles,1677,161,55,113,1268,*
3331014,Nuview Bridge Early College High,67157,Nuview Union,33,Riverside,674,72,22,13,546,*
127944,Silver Oak High Public Montessori Charter,61192,Hayward Unified,1,Alameda,227,26,*,*,154,*
111575,Animo Ralph Bunche Charter High,64733,Los Angeles Unified,19,Los Angeles,628,*,*,*,623,*
1995737,Malibu High,64980,Santa Monica-Malibu Unified,19,Los Angeles,491,371,*,*,71,*
4830170,Angelo Rodriguez High,70540,Fairfield-Suisun Unified,48,Solano,2049,506,260,173,556,*
111583,Animo Jackie Robinson High,64733,Los Angeles Unified,19,Los Angeles,646,12,43,*,588,*
4436960,Costanoa Continuation High,69823,Santa Cruz City High,44,Santa Cruz,141,35,*,*,94,*
1995745,Dr. Doug Sears Learning Center,65052,Temple City Unified,19,Los Angeles,75,*,*,18,44,*
1930213,Antelope Valley High,64246,Antelope Valley Union High,19,Los Angeles,1649,82,481,*,988,*
1995752,Patricia Dreizler Continuation High,75341,Redondo Beach Unified,19,Los Angeles,71,29,*,*,25,*
119784,Stockton High,68676,Stockton Unified,39,San Joaquin,208,13,22,*,157,*
1332204,Calexico High,63099,Calexico Unified,13,Imperial,3118,11,*,13,3089,*
4830196,MIT Academy,70581,Vallejo City Unified,48,Solano,520,43,68,25,249,*
3634169,Needles High,67801,Needles Unified,36,San Bernardino,292,152,14,*,76,40
1930239,R. K. Lloyde High,64352,Centinela Valley Union High,19,Los Angeles,356,11,61,*,264,*
3331071,Vista del Lago High,67124,Moreno Valley Unified,33,Riverside,2146,104,274,32,1638,*
111625,Animo Watts College Preparatory Academy,64733,Los Angeles Unified,19,Los Angeles,600,*,65,*,532,*
1995786,Vasquez High,75309,Acton-Agua Dulce Unified,19,Los Angeles,378,181,*,*,183,*
1995794,Youth Opportunities Unlimited,64733,Los Angeles Unified,19,Los Angeles,233,*,97,*,132,*
1938455,South Pasadena Senior High,65029,South Pasadena Unified,19,Los Angeles,1473,405,27,469,366,*
1995802,Valencia High,65136,William S. Hart Union High,19,Los Angeles,2681,1228,109,313,640,*
5739552,Yolo High,72694,Washington Unified,57,Yolo,111,28,18,*,53,*
1995810,Gabrielino High,75291,San Gabriel Unified,19,Los Angeles,1670,67,13,956,557,*
136226,Opportunity Academy,10017,Alameda County Office of Education,1,Alameda,311,20,121,*,131,*
734244,Miramonte High,61630,Acalanes Union High,7,Contra Costa,1195,745,21,236,88,*
1135656,Orland High,75481,Orland Joint Unified,11,Glenn,791,285,*,18,470,*
3331113,Amistad High (Continuation),67058,Desert Sands Unified,33,Riverside,300,24,*,*,261,*
136234,Lemoore Online College Preparatory High,63982,Lemoore Union High,16,Kings,165,45,*,*,86,14
111658,Alliance Marc & Eva Stern Math and Science,64733,Los Angeles Unified,19,Los Angeles,608,*,*,*,583,*
1930288,Arcadia High,64261,Arcadia Unified,19,Los Angeles,3065,375,61,1979,480,*
3331121,Mt. San Jacinto High,67173,Palm Springs Unified,33,Riverside,542,37,33,*,451,*
111666,Early College High,66597,Newport-Mesa Unified,30,Orange,217,59,*,13,138,*
1930296,Harris Newmark Continuation,64733,Los Angeles Unified,19,Los Angeles,138,*,*,*,119,*
5231675,Centennial Continuation High,71506,Corning Union High,52,Tehama,73,26,*,*,42,*
1995836,Palisades Charter High,64733,Los Angeles Unified,19,Los Angeles,3096,1743,316,175,627,*
2430015,Westside High,75317,Dos Palos Oro Loma Joint Unified,24,Merced,118,15,*,*,97,*
3331139,Twin Palms Continuation,67181,Palo Verde Unified,33,Riverside,138,20,15,*,95,*
1995844,Lancaster High,64246,Antelope Valley Union High,19,Los Angeles,2879,421,659,30,1487,*
1930312,Arrow High (Continuation),64378,Charter Oak Unified,19,Los Angeles,134,24,*,*,105,*
4330569,Community Day,69468,Fremont Union High,43,Santa Clara,18,*,*,*,12,*
2430031,Pioneer High (Continuation),73619,Gustine Unified,24,Merced,43,*,*,*,37,*
1930320,Arroyo High,64519,El Monte Union High,19,Los Angeles,1968,40,*,508,1395,*
1938513,Coronado High (Continuation),65094,West Covina Unified,19,Los Angeles,177,12,12,*,138,*
3732559,Chaparral High,68130,Grossmont Union High,37,San Diego,61,23,*,*,22,*
1234004,Hoopa Valley High,62901,Klamath-Trinity Joint Unified,12,Humboldt,282,28,*,*,23,224
4330585,Downtown College Preparatory,69666,San Jose Unified,43,Santa Clara,554,*,*,*,524,*
1995869,International Polytechnic High,10199,Los Angeles County Office of Education,19,Los Angeles,479,41,13,48,281,*
5231709,Corning High,71506,Corning Union High,52,Tehama,1040,310,*,17,650,19
5330014,Alps View High (Continuation),76513,Trinity Alps Unified,53,Trinity,31,23,*,*,*,*
2430049,Independence High (Alternative),65789,Merced Union High,24,Merced,133,33,*,*,89,*
1930338,Frontier High (Continuation),65128,Whittier Union High,19,Los Angeles,635,44,15,*,562,*
136291,Career Technical Education Charter,10108,Fresno County Office of Education,10,Fresno,235,54,14,*,145,*
4330593,Middle College High,69666,San Jose Unified,43,Santa Clara,45,23,*,*,14,*
4936803,Santa Rosa High,70920,Santa Rosa High,49,Sonoma,1927,844,27,74,817,18
5330022,Valley High,75028,Mountain Valley Unified,53,Trinity,12,*,*,*,*,*
4838504,Vallejo High,70581,Vallejo City Unified,48,Solano,1646,67,463,30,816,*
3839081,Washington (George) High,68478,San Francisco Unified,38,San Francisco,2167,245,102,1215,331,*
5330030,Mt. Lassic High (Continuation),73833,Southern Trinity Joint Unified,53,Trinity,5,*,*,*,*,*
2430064,Granada High,65730,Le Grand Union High,24,Merced,53,*,*,*,51,*
1930353,Arena High (Continuation),64535,El Segundo Unified,19,Los Angeles,54,30,*,*,14,*
4338802,Adrian Wilcox High,69674,Santa Clara Unified,43,Santa Clara,2032,355,35,667,755,*
4437109,Santa Cruz High,69823,Santa Cruz City High,44,Santa Cruz,1107,618,34,49,345,*
1930361,Artesia High,64212,ABC Unified,19,Los Angeles,1492,52,99,65,1127,*
1938554,Sylmar Charter High,64733,Los Angeles Unified,19,Los Angeles,1649,41,23,13,1551,*
2733178,North Salinas High,66159,Salinas Union High,27,Monterey,2271,102,27,49,2001,*
1995901,Diamond Ranch High,64907,Pomona Unified,19,Los Angeles,1597,76,100,108,1193,*
3937406,Stagg Senior High,68676,Stockton Unified,39,San Joaquin,1995,190,286,127,1235,46
2430080,Irwin High (Continuation),65698,Hilmar Unified,24,Merced,56,18,*,*,37,*
1037456,Tranquillity High,75234,Golden Plains Unified,10,Fresno,516,*,*,*,504,*
3732625,Grossmont High,68130,Grossmont Union High,37,San Diego,2411,946,152,59,1012,*
2430098,Golden Valley High,65789,Merced Union High,24,Merced,1994,257,107,180,1363,*
1930387,Central High,64733,Los Angeles Unified,19,Los Angeles,789,21,52,*,694,*
119958,Academy (The)- SF @McAteer,68478,San Francisco Unified,38,San Francisco,386,51,48,65,163,*
119966,Felicitas and Gonzalo Mendez High,64733,Los Angeles Unified,19,Los Angeles,1008,11,*,*,981,*
1995935,Cabrillo High,64725,Long Beach Unified,19,Los Angeles,2054,25,180,63,1541,*
734368,Monte Vista High,61804,San Ramon Valley Unified,7,Contra Costa,2474,1334,16,607,206,*
2430114,Delhi High,75366,Delhi Unified,24,Merced,830,49,*,22,745,*
1930403,Whitney Young Continuation,64733,Los Angeles Unified,19,Los Angeles,84,*,52,*,32,*
4035754,Paso Robles High,75457,Paso Robles Joint Unified,40,San Luis Obispo,2206,894,28,17,1188,*
4330668,Latino College Preparatory Academy,69427,East Side Union High,43,Santa Clara,413,*,*,*,412,*
4035762,Liberty High (Continuation),75457,Paso Robles Joint Unified,40,San Luis Obispo,199,66,*,*,124,*
1938612,Taft Charter High,64733,Los Angeles Unified,19,Los Angeles,2441,979,187,183,941,*
4330676,San Jose Conservation Corps Charter,69427,East Side Union High,43,Santa Clara,431,16,20,18,359,*
111799,East Bay Arts High,61309,San Lorenzo Unified,1,Alameda,161,12,18,*,112,*
1930429,View Park Continuation,64733,Los Angeles Unified,19,Los Angeles,34,*,20,*,14,*
1995968,Phoenix High Community Day,64246,Antelope Valley Union High,19,Los Angeles,50,*,27,*,18,*
3134657,Lincoln High,66951,Western Placer Unified,31,Placer,2201,1242,58,54,665,30
4330692,Evergreen Valley High,69427,East Side Union High,43,Santa Clara,3023,116,25,2149,434,*
3036357,Santa Ana High,66670,Santa Ana Unified,30,Orange,3381,*,*,*,3334,*
111831,Olympian High,68411,Sweetwater Union High,37,San Diego,2413,266,176,84,1190,*
128215,Harvest High,68650,Ripon Unified,39,San Joaquin,32,11,*,*,17,*
5633250,Moorpark High,73940,Moorpark Unified,56,Ventura,1863,684,15,99,950,*
6034664,Laurel Ruff Transition,67447,San Juan Unified,34,Sacramento,162,90,24,*,33,*
111856,American Indian Public High,61259,Oakland Unified,1,Alameda,463,24,119,231,76,*
4830451,Armijo High,70540,Fairfield-Suisun Unified,48,Solano,2118,228,306,116,1135,*
1930486,Moneta Continuation,64733,Los Angeles Unified,19,Los Angeles,66,*,21,*,39,*
1938679,Temple City High,65052,Temple City Unified,19,Los Angeles,1933,132,*,1295,404,*
2635001,Lee Vining High,73668,Eastern Sierra Unified,26,Mono,52,18,*,*,33,*
3732732,Helix High,68130,Grossmont Union High,37,San Diego,2475,602,277,105,1116,*
2430205,Buhach Colony High,65789,Merced Union High,24,Merced,1904,359,57,172,1249,*
111872,SOAR High (Students On Academic Rise),64246,Antelope Valley Union High,19,Los Angeles,489,66,62,19,289,*
4338950,Willow Glen High,69666,San Jose Unified,43,Santa Clara,1750,576,59,101,862,*
4330759,Boynton High,69401,Campbell Union High,43,Santa Clara,285,52,*,*,207,*
1332501,Calipatria High,63107,Calipatria Unified,13,Imperial,361,24,*,*,328,*
1635606,Lemoore High,63982,Lemoore Union High,16,Kings,2049,491,86,13,1216,51
1930528,Azusa High,64279,Azusa Unified,19,Los Angeles,1089,29,*,12,1027,*
3036456,Valley High,66670,Santa Ana Unified,30,Orange,2315,*,*,44,2243,*
3732781,Henry High,68338,San Diego Unified,37,San Diego,2607,1024,154,358,787,*
1996081,Del Mar High,75291,San Gabriel Unified,19,Los Angeles,44,*,*,*,33,*
3634482,Ontario High,67652,Chaffey Joint Union High,36,San Bernardino,2454,72,67,64,2189,14
1930551,San Antonio Continuation,64733,Los Angeles Unified,19,Los Angeles,209,*,*,*,208,*
1938752,Torrance High,65060,Torrance Unified,19,Los Angeles,1977,305,80,352,856,*
136515,Piedmont High,61275,Piedmont City Unified,1,Alameda,850,525,11,90,77,*
1930577,Pueblo de Los Angeles Continuation,64733,Los Angeles Unified,19,Los Angeles,103,*,*,*,93,*
1996123,El Monte Union High School Community Day,64519,El Monte Union High,19,Los Angeles,74,*,19,*,54,*
1996131,Anderson W. Clark Magnet High,64568,Glendale Unified,19,Los Angeles,1200,1004,*,55,58,*
734566,Mt. Diablo High,61754,Mt. Diablo Unified,7,Contra Costa,1653,86,118,82,1175,*
1930601,Baldwin Park High,64287,Baldwin Park Unified,19,Los Angeles,1807,13,12,87,1656,*
2930030,North Point Academy,66357,Nevada Joint Union High,29,Nevada,145,119,*,*,17,*
3732849,Hilltop Senior High,68411,Sweetwater Union High,37,San Diego,1957,206,29,22,1581,15
4330866,Branham High,69401,Campbell Union High,43,Santa Clara,1985,864,50,372,558,13
5731708,Delta High,67413,River Delta Joint Unified,34,Sacramento,239,65,*,*,162,*
136572,Santa Cruz County Career Advancement Charter,10447,Santa Cruz County Office of Education,44,Santa Cruz,143,27,*,*,110,*
5830013,Lindhurst High,72736,Marysville Joint Unified,58,Yuba,1361,298,49,206,750,12
2930048,Bear River High,66357,Nevada Joint Union High,29,Nevada,569,438,*,*,79,*
3036555,Santiago High,66522,Garden Grove Unified,30,Orange,2020,31,*,261,1672,*
128397,Come Back Kids,10330,Riverside County Office of Education,33,Riverside,747,95,57,*,558,*
431502,Fair View High (Continuation),61424,Chico Unified,4,Butte,320,147,*,*,118,14
4838801,Vanden High,70565,Travis Unified,48,Solano,1745,506,248,86,438,*
2930071,Silver Springs High (Continuation),66357,Nevada Joint Union High,29,Nevada,271,205,*,*,34,*
1930650,Phineas Banning Senior High,64733,Los Angeles Unified,19,Los Angeles,2561,28,55,*,2417,*
112029,School of Business and Tourism at Contreras Learning Complex,64733,Los Angeles Unified,19,Los Angeles,421,*,*,*,397,*
4437406,Soquel High,69823,Santa Cruz City High,44,Santa Cruz,1059,567,14,26,397,*
